entry_time,exit_time,side,entry_price,exit_price,qty,pnl,reason
2025-09-29T13:40:00+00:00,2025-09-29T14:45:00+00:00,long,113210.5,114116.184,0.0007066482349252057,0.5754574072192877,tp
2025-09-29T14:45:00+00:00,2025-09-29T15:25:00+00:00,long,114170.3,113827.78910000001,0.0007027237640865245,-0.3046639905655434,sl
2025-09-29T17:35:00+00:00,2025-09-30T08:20:00+00:00,long,113894.0,113552.318,0.0007033585383484776,-0.3042181542609318,sl
2025-09-30T18:45:00+00:00,2025-09-30T19:55:00+00:00,long,113542.3,114450.63840000001,0.0007044654732637716,0.575437718755823,tp
2025-10-01T00:05:00+00:00,2025-10-01T08:35:00+00:00,long,114231.9,115145.7552,0.0007022277069055095,0.576923936410009,tp
2025-10-01T08:35:00+00:00,2025-10-01T09:40:00+00:00,long,115365.9,116288.8272,0.0006973254208307955,0.5786585973082395,tp
2025-10-01T11:15:00+00:00,2025-10-01T14:15:00+00:00,long,116378.7,117309.72959999999,0.000693245741754692,0.5803386934235187,tp
2025-10-01T14:15:00+00:00,2025-10-01T17:45:00+00:00,long,117371.1,117018.98670000001,0.0006893619782324284,-0.30724114722711127,sl
2025-10-01T18:35:00+00:00,2025-10-01T23:20:00+00:00,long,117148.2,118085.3856,0.0006896245714780538,0.5810240938906982,tp
2025-10-02T03:00:00+00:00,2025-10-02T05:40:00+00:00,long,118804.0,118447.588,0.0006819693517220096,-0.30773414168805674,sl
2025-10-02T08:30:00+00:00,2025-10-02T13:45:00+00:00,long,118633.9,119582.9712,0.0006819095823816498,0.5819703869124973,tp
2025-10-02T13:45:00+00:00,2025-10-02T14:40:00+00:00,long,119536.3,119177.6911,0.0006787091566333523,-0.3080072964087357,sl
2025-10-02T15:40:00+00:00,2025-10-02T19:00:00+00:00,long,119566.1,120522.6288,0.0006775095820764238,0.5827564523747457,tp
2025-10-02T19:10:00+00:00,2025-10-02T19:50:00+00:00,long,121022.4,120659.33279999999,0.0006712830106034735,-0.30850921266068565,sl
2025-10-02T23:00:00+00:00,2025-10-03T02:05:00+00:00,long,120374.4,120013.27679999999,0.0006738714987355579,-0.308040031682558,sl
2025-10-03T03:00:00+00:00,2025-10-03T05:35:00+00:00,long,120343.0,119981.971,0.0006730234523380712,-0.30756490672115666,sl
2025-10-03T08:55:00+00:00,2025-10-03T14:50:00+00:00,long,120002.4,120962.41919999999,0.0006739084831806035,0.5817613102131683,tp
2025-10-03T14:50:00+00:00,2025-10-03T15:50:00+00:00,long,120943.3,121910.84640000001,0.0006705897712904917,0.5833473295779622,tp
2025-10-03T15:50:00+00:00,2025-10-03T16:15:00+00:00,long,122055.6,123032.0448,0.0006663903894450439,0.5850699705525995,tp
2025-10-03T16:30:00+00:00,2025-10-03T16:45:00+00:00,long,123786.9,123415.53929999999,0.0006589607366059701,-0.30961116012619105,sl
2025-10-03T18:35:00+00:00,2025-10-03T20:05:00+00:00,long,122704.7,122336.58589999999,0.000663763183823595,-0.3092583787391105,sl
