timestamp,equity
2025-09-22T13:40:00+00:00,200.0
2025-09-22T13:45:00+00:00,200.0
2025-09-22T13:50:00+00:00,200.0
2025-09-22T14:00:00+00:00,200.0
2025-09-22T14:15:00+00:00,200.0
2025-09-22T14:30:00+00:00,200.0
2025-09-22T14:40:00+00:00,200.0
2025-09-22T14:45:00+00:00,200.0
2025-09-22T14:55:00+00:00,200.0
2025-09-22T15:10:00+00:00,200.0
2025-09-22T15:25:00+00:00,200.0
2025-09-22T15:35:00+00:00,200.0
2025-09-22T15:40:00+00:00,200.0
2025-09-22T15:50:00+00:00,200.0
2025-09-22T16:00:00+00:00,200.0
2025-09-22T16:15:00+00:00,200.0
2025-09-22T16:30:00+00:00,200.0
2025-09-22T16:40:00+00:00,200.0
2025-09-22T16:50:00+00:00,200.0
2025-09-22T17:00:00+00:00,200.0
2025-09-22T17:10:00+00:00,200.0
2025-09-22T17:20:00+00:00,200.0
2025-09-22T17:30:00+00:00,200.0
2025-09-22T17:40:00+00:00,200.0
2025-09-22T17:45:00+00:00,200.0
2025-09-22T17:55:00+00:00,200.0
2025-09-22T18:05:00+00:00,200.0
2025-09-22T18:25:00+00:00,200.0
2025-09-22T18:35:00+00:00,200.0
2025-09-22T18:45:00+00:00,200.0
2025-09-22T18:50:00+00:00,200.0
2025-09-22T19:05:00+00:00,200.0
2025-09-22T19:15:00+00:00,200.0
2025-09-22T19:20:00+00:00,200.0
2025-09-22T19:30:00+00:00,200.0
2025-09-22T19:40:00+00:00,200.0
2025-09-22T19:45:00+00:00,200.0
2025-09-22T19:55:00+00:00,200.0
2025-09-22T20:10:00+00:00,200.0
2025-09-22T20:25:00+00:00,200.0
2025-09-22T20:30:00+00:00,200.0
2025-09-22T20:40:00+00:00,200.0
2025-09-22T20:50:00+00:00,200.0
2025-09-22T21:00:00+00:00,200.0
2025-09-22T21:10:00+00:00,200.0
2025-09-22T21:20:00+00:00,200.0
2025-09-22T21:30:00+00:00,200.0
2025-09-22T21:35:00+00:00,200.0
2025-09-22T21:45:00+00:00,200.0
2025-09-22T21:50:00+00:00,200.0
2025-09-22T22:00:00+00:00,200.0
2025-09-22T22:15:00+00:00,200.0
2025-09-22T22:25:00+00:00,200.0
2025-09-22T22:35:00+00:00,200.0
2025-09-22T22:40:00+00:00,200.0
2025-09-22T22:50:00+00:00,200.0
2025-09-22T23:00:00+00:00,200.0
2025-09-22T23:15:00+00:00,200.0
2025-09-22T23:20:00+00:00,200.0
2025-09-22T23:30:00+00:00,200.0
2025-09-22T23:40:00+00:00,200.0
2025-09-22T23:45:00+00:00,200.0
2025-09-23T00:10:00+00:00,200.0
2025-09-23T00:30:00+00:00,200.0
2025-09-23T01:00:00+00:00,200.0
2025-09-23T01:40:00+00:00,200.0
2025-09-23T02:15:00+00:00,200.0
2025-09-23T02:40:00+00:00,200.0
2025-09-23T03:00:00+00:00,200.0
2025-09-23T03:15:00+00:00,200.0
2025-09-23T03:30:00+00:00,200.0
2025-09-23T03:40:00+00:00,200.0
2025-09-23T03:50:00+00:00,200.0
2025-09-23T04:05:00+00:00,200.0
2025-09-23T04:15:00+00:00,200.0
2025-09-23T04:30:00+00:00,200.0
2025-09-23T04:40:00+00:00,200.0
2025-09-23T04:45:00+00:00,200.0
2025-09-23T04:55:00+00:00,200.0
2025-09-23T05:05:00+00:00,200.0
2025-09-23T05:20:00+00:00,200.0
2025-09-23T05:30:00+00:00,200.0
2025-09-23T05:40:00+00:00,200.0
2025-09-23T05:45:00+00:00,200.0
2025-09-23T05:55:00+00:00,200.0
2025-09-23T06:10:00+00:00,200.0
2025-09-23T06:30:00+00:00,200.0
2025-09-23T06:40:00+00:00,200.0
2025-09-23T06:50:00+00:00,200.0
2025-09-23T07:00:00+00:00,200.0
2025-09-23T07:15:00+00:00,200.0
2025-09-23T07:25:00+00:00,200.0
2025-09-23T07:35:00+00:00,200.0
2025-09-23T07:40:00+00:00,200.0
2025-09-23T07:50:00+00:00,200.0
2025-09-23T08:05:00+00:00,200.0
2025-09-23T08:20:00+00:00,200.0
2025-09-23T08:35:00+00:00,200.0
2025-09-23T08:45:00+00:00,200.0
2025-09-23T08:50:00+00:00,200.0
2025-09-23T09:00:00+00:00,200.0
2025-09-23T09:15:00+00:00,200.0
2025-09-23T09:25:00+00:00,200.0
2025-09-23T09:35:00+00:00,200.0
2025-09-23T09:45:00+00:00,200.0
2025-09-23T09:50:00+00:00,200.0
2025-09-23T10:05:00+00:00,200.0
2025-09-23T10:15:00+00:00,200.0
2025-09-23T10:30:00+00:00,200.0
2025-09-23T10:40:00+00:00,200.0
2025-09-23T10:45:00+00:00,200.0
2025-09-23T10:55:00+00:00,200.0
2025-09-23T11:05:00+00:00,200.0
2025-09-23T11:15:00+00:00,200.0
2025-09-23T11:25:00+00:00,200.0
2025-09-23T11:35:00+00:00,200.0
2025-09-23T11:45:00+00:00,200.0
2025-09-23T11:50:00+00:00,200.0
